transaction_text,category
Cafe coffee INR 44175 TXNe910aed5,food
Hotel booking INR 436 TXN0a53949b,travel
Bus ticket INR 38428 TXNc4167547,travel
Pizza delivery INR 4807 TXN12cbf675,food
Mobile recharge INR 7005 TXNf574ebe2,utilities
Clothing store bill INR 39801 TXNc1a3fd36,shopping
Flight ticket booking INR 28733 TXN92deb08b,travel
Medical test charges INR 43351 TXNcbf2d088,healthcare
Cafe coffee INR 10294 TXN6e212e09,food
Movie ticket booking INR 8987 TXNee2c560e,entertainment
Pharmacy medicine purchase INR 41602 TXNf9d6fcbd,healthcare
Personal loan installment INR 44436 TXN1a2fb6f2,emi
Electricity bill payment INR 36325 TXN1fd57f77,utilities
Movie ticket booking INR 8126 TXNf552faac,entertainment
Swiggy order INR 37583 TXN2c4e96cb,food
Hospital bill INR 20018 TXNa48c17a5,healthcare
Fixed deposit investment INR 13926 TXN2cd7a200,investment
Doctor consultation INR 10598 TXN20525295,healthcare
Car loan EMI INR 40478 TXNc3003f9e,emi
Flipkart order INR 7561 TXN3de6c4fd,shopping
Bike loan EMI INR 3614 TXNae12977f,emi
Game purchase INR 42299 TXN8ff5fa2a,entertainment
Netflix subscription INR 19098 TXN8587cad0,entertainment
Flight ticket booking INR 6485 TXN8803bfe1,travel
Crypto investment INR 31978 TXN672de85e,investment
Gas bill payment INR 8452 TXN378a97d8,utilities
Mutual fund SIP INR 18736 TXN234d8dc2,investment
Ola cab INR 20876 TXNaeb1eaf7,travel
Library fee INR 21568 TXNa26be885,education
Online shopping payment INR 10037 TXN549092a8,shopping
Gas bill payment INR 28119 TXNdc729495,utilities
Home loan EMI INR 20576 TXN3f526133,emi
Stock purchase INR 46724 TXNe1604f17,investment
Pharmacy medicine purchase INR 23609 TXNaee3783e,healthcare
Personal loan installment INR 31504 TXNe4ba126f,emi
Library fee INR 23560 TXNa6fc2887,education
Electronics shopping INR 36204 TXN8191ca4a,shopping
Ola cab INR 42356 TXN46d566d8,travel
Flight ticket booking INR 9225 TXN4af07951,travel
Movie ticket booking INR 17301 TXN91d4c2a2,entertainment
Bus ticket INR 4991 TXNa0967ea4,travel
Lunch at hotel INR 33288 TXN98ec000f,food
Lunch at hotel INR 38184 TXN586f616b,food
Doctor consultation INR 2452 TXNbded56f9,healthcare
Concert ticket INR 35666 TXNefe4dc83,entertainment
Game purchase INR 42904 TXN8869fa54,entertainment
Personal loan installment INR 25772 TXN90e981ea,emi
Crypto investment INR 48102 TXN957b0ba5,investment
Flipkart order INR 30504 TXN465aa92f,shopping
Netflix subscription INR 26053 TXN5f2ea623,entertainment
Mobile recharge INR 744 TXN28ae5ee2,utilities
Crypto investment INR 44887 TXN42f01452,investment
Bike loan EMI INR 9249 TXN25ecd45d,emi
Online course subscription INR 11790 TXN6381641b,education
Credit card EMI INR 23564 TXN3cff1850,emi
Zomato dinner INR 49953 TXNb718de32,food
Online course subscription INR 4169 TXNd1f77d4f,education
Clothing store bill INR 15386 TXNfdf3a1e3,shopping
Pizza delivery INR 13601 TXN5976e72b,food
Concert ticket INR 25484 TXNdf1f2d24,entertainment
Library fee INR 3093 TXN0d088575,education
Pizza delivery INR 21288 TXN88b64dde,food
Bus ticket INR 34218 TXN2cba03c5,travel
Clothing store bill INR 37971 TXNee78668a,shopping
Movie ticket booking INR 24734 TXN7bb21406,entertainment
Pharmacy medicine purchase INR 38564 TXNb1358052,healthcare
Hotel booking INR 16537 TXN94d35afc,travel
Doctor consultation INR 33890 TXNfbd98ad5,healthcare
Pharmacy medicine purchase INR 22662 TXN1ecfa562,healthcare
Library fee INR 39647 TXN6a5f7e15,education
Food court payment INR 9157 TXN25c59df1,food
Online course subscription INR 15122 TXN040d2d6f,education
Hotel booking INR 42220 TXNe364988f,travel
Flipkart order INR 9896 TXNd9c434ec,shopping
Car loan EMI INR 23788 TXN201bb787,emi
Bus ticket INR 15145 TXN1658c580,travel
Pharmacy medicine purchase INR 47252 TXN6ef79f20,healthcare
Train ticket IRCTC INR 44301 TXN6453d898,travel
Library fee INR 13858 TXN815f4cb0,education
Credit card EMI INR 1521 TXNb458a9ea,emi
Mutual fund SIP INR 8431 TXN66ef7414,investment
Car loan EMI INR 41307 TXN45f7e834,emi
Netflix subscription INR 37554 TXNdc11973e,entertainment
Home loan EMI INR 10951 TXNe10afa71,emi
Flipkart order INR 33908 TXN83107ec3,shopping
Hospital bill INR 47206 TXNae282cc8,healthcare
Amazon purchase INR 14244 TXN5b95a4f3,shopping
Library fee INR 31616 TXN02c185f6,education
Car loan EMI INR 26970 TXNa16498ed,emi
Bike loan EMI INR 11969 TXNd5650adc,emi
Concert ticket INR 11041 TXN22119ae1,entertainment
Internet recharge INR 39144 TXN8fb2b83e,utilities
Ola cab INR 24836 TXNb82f3909,travel
Doctor consultation INR 7165 TXNb84240ce,healthcare
Zomato dinner INR 34306 TXNd2c49635,food
Game purchase INR 9851 TXNcd572043,entertainment
Ola cab INR 31236 TXNb04d9808,travel
Lunch at hotel INR 34877 TXN0b5c3af2,food
Netflix subscription INR 6157 TXNc64e64dd,entertainment
Online course subscription INR 39599 TXNc0e1b734,education
Netflix subscription INR 44520 TXNf9d4b53a,entertainment
Medical test charges INR 24323 TXN663cd1bd,healthcare
Pizza delivery INR 34772 TXNa80afa92,food
Doctor consultation INR 31646 TXNa6625415,healthcare
Pharmacy medicine purchase INR 38653 TXN4bcf35b6,healthcare
Train ticket IRCTC INR 8824 TXN2170b4f5,travel
Electronics shopping INR 15287 TXNb10d2adc,shopping
Flight ticket booking INR 39259 TXNe659463f,travel
Game purchase INR 16945 TXN0a869812,entertainment
Mutual fund SIP INR 46524 TXNe69d9573,investment
Food court payment INR 34295 TXN541725c1,food
Hotel booking INR 521 TXN56753023,travel
Doctor consultation INR 45123 TXNf490db36,healthcare
Internet recharge INR 23791 TXN0d7bfa0d,utilities
Ola cab INR 27973 TXN362055c0,travel
Clothing store bill INR 35184 TXN759e6469,shopping
Pharmacy medicine purchase INR 40150 TXN5e95c3ee,healthcare
Electronics shopping INR 49527 TXNb869c3f1,shopping
PPF contribution INR 36232 TXN64c2f7d6,investment
Game purchase INR 11762 TXN0a170f86,entertainment
Mobile recharge INR 36416 TXNb84634b0,utilities
Exam fee INR 20146 TXN47fc7626,education
Internet recharge INR 48270 TXN93d255a3,utilities
Home loan EMI INR 49058 TXN246699eb,emi
PPF contribution INR 45880 TXNffd3785e,investment
Home loan EMI INR 14104 TXN1940290d,emi
Game purchase INR 22229 TXN61386d41,entertainment
Netflix subscription INR 10584 TXN5333760e,entertainment
Hospital bill INR 6019 TXN54e0ca6c,healthcare
Credit card EMI INR 39387 TXN8726c4a8,emi
Hospital bill INR 4249 TXN38e0fb2d,healthcare
Flipkart order INR 24353 TXNa66e3821,shopping
Hotel booking INR 2524 TXN3a5ed606,travel
Medical test charges INR 40286 TXNd78044d3,healthcare
Concert ticket INR 46685 TXN32c05dcd,entertainment
Lunch at hotel INR 11536 TXN5cda5c54,food
Library fee INR 751 TXN5e282dc5,education
Crypto investment INR 18793 TXN5301e635,investment
Mutual fund SIP INR 39339 TXN11fb6a3d,investment
Movie ticket booking INR 40367 TXNb108ecc9,entertainment
Home loan EMI INR 23625 TXNd741fee2,emi
Mutual fund SIP INR 10368 TXNaa3b1e3f,investment
Flight ticket booking INR 26227 TXN3977b112,travel
Internet recharge INR 26621 TXNbd41811a,utilities
Crypto investment INR 1057 TXN2e7c6437,investment
Uber ride INR 36068 TXNdceab903,travel
Online shopping payment INR 38253 TXN4d8cc5bd,shopping
Gas bill payment INR 18171 TXNd3f9b036,utilities
Crypto investment INR 12798 TXN1c0d7632,investment
Library fee INR 37727 TXN381659c7,education
Restaurant bill INR 11521 TXN6aaba292,food
Hospital bill INR 36660 TXNc822b371,healthcare
Hotel booking INR 19334 TXNaaf7be92,travel
Electricity bill payment INR 33688 TXN033660f4,utilities
Online shopping payment INR 37726 TXN2a5485ca,shopping
Electronics shopping INR 24762 TXN7c5b00e4,shopping
Online course subscription INR 49691 TXN1f9a9c53,education
Internet recharge INR 44718 TXN2b9fb291,utilities
College fees payment INR 31636 TXN4c643bbb,education
Flight ticket booking INR 4477 TXN67518364,travel
Doctor consultation INR 44412 TXNf3358892,healthcare
Fixed deposit investment INR 27078 TXN366b17dc,investment
Mobile recharge INR 35154 TXN74616272,utilities
Pizza delivery INR 17308 TXN45f7b8f8,food
Fixed deposit investment INR 6145 TXN154a4b53,investment
Pharmacy medicine purchase INR 5032 TXN3e09057a,healthcare
Movie ticket booking INR 31281 TXN335ffb78,entertainment
Gas bill payment INR 14373 TXN4ce159ac,utilities
Flipkart order INR 48950 TXN824a0e19,shopping
PPF contribution INR 48357 TXN37fb8007,investment
Stock purchase INR 48247 TXN57515711,investment
Fixed deposit investment INR 13601 TXN90afd0ec,investment
Stock purchase INR 16414 TXN74c4777f,investment
Water bill INR 7041 TXN85ea9446,utilities
Uber ride INR 44340 TXN72c76a8a,travel
College fees payment INR 35536 TXN0424ba5f,education
Lunch at hotel INR 31657 TXN072bc221,food
Mobile recharge INR 20721 TXN27b9dede,utilities
Exam fee INR 32215 TXN81bd7c4b,education
Bike loan EMI INR 18417 TXNdcaa88eb,emi
Doctor consultation INR 49213 TXN87f63582,healthcare
Home loan EMI INR 34504 TXN7b3a485d,emi
Medical test charges INR 35489 TXN20130dde,healthcare
Food court payment INR 22809 TXN82748cb7,food
Doctor consultation INR 30012 TXNb3ba0f55,healthcare
Bus ticket INR 34011 TXN48570c81,travel
Exam fee INR 45218 TXN264452dc,education
Swiggy order INR 44228 TXNae7f587d,food
PPF contribution INR 38126 TXNab038c7b,investment
Flight ticket booking INR 23747 TXN426cfb84,travel
Flipkart order INR 36000 TXN53679b64,shopping
Flipkart order INR 17705 TXN525ad7d6,shopping
Exam fee INR 24031 TXNc5dc233d,education
Credit card EMI INR 27833 TXN3dfae609,emi
PPF contribution INR 45971 TXN7b5729c4,investment
Gas bill payment INR 26303 TXNa7a6ae44,utilities
Electronics shopping INR 11839 TXNf0583659,shopping
Bike loan EMI INR 45008 TXNa9c7454d,emi
Mutual fund SIP INR 47289 TXN5186d084,investment
Flipkart order INR 36444 TXNfae3a706,shopping
Medical test charges INR 12899 TXN7eb70f52,healthcare
Car loan EMI INR 31047 TXN1e491a94,emi
Zomato dinner INR 27674 TXNfb5563a6,food
Online course subscription INR 41380 TXN86cb60d4,education
Concert ticket INR 31941 TXNfa214260,entertainment
Clothing store bill INR 36890 TXNafbc07bf,shopping
Cafe coffee INR 6536 TXN4cb5e688,food
Home loan EMI INR 14170 TXN5aee2aba,emi
Electronics shopping INR 41328 TXNb1171382,shopping
Train ticket IRCTC INR 48847 TXN2b9c7681,travel
Gas bill payment INR 23706 TXNa69450fd,utilities
Mobile recharge INR 36585 TXN0d12185c,utilities
Clothing store bill INR 1349 TXN40cc227d,shopping
Hospital bill INR 23059 TXN11d73be2,healthcare
Crypto investment INR 37791 TXN3dc9bdf4,investment
Movie ticket booking INR 18702 TXN83c0a730,entertainment
Gas bill payment INR 44168 TXNe13fad9a,utilities
Game purchase INR 48318 TXN48005840,entertainment
College fees payment INR 25023 TXN18c4f8cc,education
Electronics shopping INR 41449 TXN661f5770,shopping
Car loan EMI INR 42031 TXNeccc8834,emi
Internet recharge INR 41421 TXNaf7fd227,utilities
Hospital bill INR 5234 TXN3bd1a89e,healthcare
Personal loan installment INR 15006 TXN037ea524,emi
Gas bill payment INR 42845 TXNc32eec6d,utilities
Clothing store bill INR 39724 TXNe48550a2,shopping
Pharmacy medicine purchase INR 29206 TXN3c02e848,healthcare
Mobile recharge INR 34190 TXN9063dcac,utilities
Library fee INR 11015 TXN48f444fc,education
Home loan EMI INR 8244 TXN0e3045a7,emi
Fixed deposit investment INR 48800 TXN6ae95fe1,investment
Ola cab INR 10988 TXNcc51e133,travel
Hospital bill INR 6312 TXNbd4657cd,healthcare
Train ticket IRCTC INR 35992 TXN41ad16c9,travel
Swiggy order INR 26068 TXNd5500b65,food
Netflix subscription INR 6861 TXN6f874a91,entertainment
Online shopping payment INR 10226 TXN05bbb94d,shopping
Bus ticket INR 25598 TXNf9e05801,travel
Flipkart order INR 16263 TXNd8b2b199,shopping
Electronics shopping INR 41107 TXN9b9aec78,shopping
Car loan EMI INR 34570 TXN6dfb5147,emi
Home loan EMI INR 2353 TXN792e76c7,emi
Gas bill payment INR 31255 TXNfec5c4d1,utilities
Exam fee INR 35999 TXNa75616cc,education
Online course subscription INR 45769 TXN82bcb195,education
Movie ticket booking INR 38770 TXNa9e6a233,entertainment
Library fee INR 34355 TXN78d77b98,education
Concert ticket INR 22802 TXNce85b4e1,entertainment
Online course subscription INR 5919 TXN10e39947,education
Exam fee INR 24021 TXNefb89efc,education
Pharmacy medicine purchase INR 10255 TXN8ff367ef,healthcare
Amazon purchase INR 56 TXN97d4fe82,shopping
Movie ticket booking INR 22586 TXNe689627d,entertainment
Electronics shopping INR 35118 TXN7965127c,shopping
Pizza delivery INR 32289 TXN4c574c0b,food
Exam fee INR 648 TXN362802de,education
Pharmacy medicine purchase INR 39175 TXN2d3260c0,healthcare
Mutual fund SIP INR 35977 TXN612d6b80,investment
Water bill INR 27033 TXNbde075b5,utilities
Game purchase INR 25920 TXNab27e1de,entertainment
Stock purchase INR 46904 TXN9f56a090,investment
Medical test charges INR 14506 TXN71528faa,healthcare
Amazon purchase INR 27721 TXN66fb7fb5,shopping
Crypto investment INR 40237 TXN653efaab,investment
Clothing store bill INR 42547 TXNcf3eb762,shopping
Concert ticket INR 27110 TXN144e7483,entertainment
Mutual fund SIP INR 12004 TXN1ae7d694,investment
Personal loan installment INR 7282 TXN6d9a4d2c,emi
Library fee INR 17884 TXN29b1509f,education
Online course subscription INR 21063 TXN29843722,education
Zomato dinner INR 3302 TXN6fbad7b3,food
Netflix subscription INR 12235 TXN0efdb233,entertainment
Flight ticket booking INR 17691 TXNc730595d,travel
Credit card EMI INR 47701 TXN6b702bbb,emi
Zomato dinner INR 5961 TXN5b334d7b,food
Home loan EMI INR 32397 TXN0b778209,emi
Fixed deposit investment INR 27591 TXN4c040e39,investment
Electronics shopping INR 24389 TXNef03a197,shopping
College fees payment INR 21693 TXN386481b6,education
Ola cab INR 3722 TXN6249d613,travel
Electronics shopping INR 4728 TXNaa3190b7,shopping
Game purchase INR 11951 TXNf453d542,entertainment
Fixed deposit investment INR 25057 TXN3f2c5b00,investment
Swiggy order INR 46887 TXNca0b2f61,food
PPF contribution INR 29079 TXN4f97ab51,investment
Mutual fund SIP INR 13103 TXN6e47dc37,investment
College fees payment INR 34203 TXN8acfad81,education
PPF contribution INR 25551 TXNe8acf289,investment
Clothing store bill INR 10444 TXN3c97cfae,shopping
Pizza delivery INR 36067 TXNc082c306,food
Netflix subscription INR 16651 TXN9a897320,entertainment
Exam fee INR 13073 TXNb6af3e80,education
Electricity bill payment INR 43742 TXN604070ad,utilities
Mutual fund SIP INR 15514 TXN6aa89e3e,investment
Pharmacy medicine purchase INR 1037 TXN82e6a16c,healthcare
Personal loan installment INR 38368 TXN97d5afac,emi
Train ticket IRCTC INR 15981 TXN43433e45,travel
Swiggy order INR 38131 TXNa0cbf7e0,food
Online course subscription INR 24389 TXNd5032f9e,education
Ola cab INR 10384 TXN3a9121e6,travel
College fees payment INR 45004 TXN30e61710,education
Electricity bill payment INR 3967 TXN41b74be7,utilities
Water bill INR 46012 TXNc0a73e87,utilities
Netflix subscription INR 8296 TXNf56cfcea,entertainment
Online course subscription INR 20807 TXNfdd2ddfa,education
Concert ticket INR 28801 TXN08f681e5,entertainment
Mutual fund SIP INR 45220 TXN95867edb,investment
Pharmacy medicine purchase INR 47524 TXN7563dde2,healthcare
Personal loan installment INR 2637 TXN2a66d1bb,emi
Library fee INR 36686 TXN8654d9d4,education
Online shopping payment INR 45731 TXNbc424a2b,shopping
Online course subscription INR 37189 TXN27946815,education
Bike loan EMI INR 22834 TXN20441f38,emi
Internet recharge INR 18093 TXNf0241df0,utilities
Movie ticket booking INR 4563 TXN7018b2ab,entertainment
Movie ticket booking INR 29500 TXN7f987dbf,entertainment
Clothing store bill INR 35544 TXN1b8d1d52,shopping
Internet recharge INR 97 TXNb5a8c6e8,utilities
Game purchase INR 48130 TXNc4c48c60,entertainment
Home loan EMI INR 40664 TXNe8ac0eb3,emi
Mobile recharge INR 15699 TXN35dfcd4a,utilities
Electricity bill payment INR 43191 TXNe7d2d041,utilities
Game purchase INR 12493 TXN7ba6ed89,entertainment
Game purchase INR 36190 TXNaeda5766,entertainment
Bike loan EMI INR 18605 TXNa26e28e8,emi
Internet recharge INR 42052 TXNd3a176c2,utilities
Electricity bill payment INR 6358 TXNd2775994,utilities
Netflix subscription INR 2918 TXN41b2ba02,entertainment
Car loan EMI INR 2099 TXNb45c21b1,emi
Mutual fund SIP INR 31859 TXN47def3b1,investment
Mutual fund SIP INR 2135 TXN0774a562,investment
Medical test charges INR 34510 TXN390cc5c2,healthcare
Amazon purchase INR 24059 TXN045ed130,shopping
Crypto investment INR 47094 TXNb851bf59,investment
Uber ride INR 13729 TXN5f4fda2d,travel
College fees payment INR 30724 TXN8d10c067,education
Restaurant bill INR 36620 TXN5ef8e375,food
Pharmacy medicine purchase INR 46477 TXN6a7bdd99,healthcare
Lunch at hotel INR 40481 TXN912d4cf8,food
Online shopping payment INR 2714 TXNca5f988b,shopping
Flight ticket booking INR 5157 TXN3d123557,travel
Crypto investment INR 6414 TXN721965f3,investment
Bus ticket INR 15189 TXN6a26f8d9,travel
Game purchase INR 12466 TXN94576ee9,entertainment
Crypto investment INR 43099 TXN7f339918,investment
Crypto investment INR 41031 TXN9df4459e,investment
Bike loan EMI INR 49149 TXNacfe9e0c,emi
Game purchase INR 48946 TXN6b6449aa,entertainment
Bus ticket INR 37835 TXN045d203c,travel
Internet recharge INR 46092 TXNa03dbca1,utilities
Hospital bill INR 10982 TXN7070ea03,healthcare
Bike loan EMI INR 26366 TXN6ed21240,emi
Concert ticket INR 43142 TXNffaf340b,entertainment
Bike loan EMI INR 39366 TXN568157ca,emi
Exam fee INR 20703 TXNa0a3db31,education
Concert ticket INR 24411 TXN7ca1781b,entertainment
Medical test charges INR 47620 TXN90132867,healthcare
Mobile recharge INR 15825 TXN37bd6022,utilities
Movie ticket booking INR 24630 TXN3620f9d2,entertainment
Concert ticket INR 23643 TXN8ca88b8c,entertainment
Library fee INR 26073 TXN04be7f65,education
Pizza delivery INR 2321 TXN201bd168,food
Online shopping payment INR 1118 TXNa83ff8a1,shopping
Movie ticket booking INR 19831 TXNb958ce33,entertainment
Restaurant bill INR 14591 TXN41bb26f8,food
Fixed deposit investment INR 1472 TXN270ce57a,investment
Online shopping payment INR 33556 TXN2951430e,shopping
Movie ticket booking INR 6229 TXN88709637,entertainment
Cafe coffee INR 23358 TXN528acd94,food
Car loan EMI INR 17416 TXN9bc898fe,emi
Mobile recharge INR 16424 TXNb444c61f,utilities
Fixed deposit investment INR 19730 TXN071a5507,investment
Hotel booking INR 26251 TXN571396f7,travel
Mutual fund SIP INR 47470 TXN4b7f83e2,investment
Internet recharge INR 11381 TXN501bfc33,utilities
College fees payment INR 39059 TXNd9bbafcb,education
Amazon purchase INR 47943 TXN331873cd,shopping
Hospital bill INR 3714 TXN33f19df6,healthcare
Gas bill payment INR 28512 TXN8144661a,utilities
Hospital bill INR 14908 TXNd12a07cc,healthcare
Pizza delivery INR 41481 TXN4587544d,food
Hospital bill INR 20024 TXN221b36c6,healthcare
Netflix subscription INR 20976 TXN3c3959af,entertainment
Movie ticket booking INR 21469 TXN22bf4aa2,entertainment
Movie ticket booking INR 10089 TXN814a3581,entertainment
Pizza delivery INR 47994 TXN1c0a438d,food
Medical test charges INR 49388 TXN8b6c8783,healthcare
Netflix subscription INR 14604 TXNf8ffc13f,entertainment
